,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,Ticker,trailingPE
0,1,2,182.19,182.23,180.26,183.71,182.19,182.23,180.26,183.71,2.2,0.012200001,2023-11-29 01:00:00,0.3087,1.44,0.569,22.117792,1145144,1145144,794974,897120,897120,180.02,181.06,1400,800,19027523584,116.11,183.74,4.994756,167.3774,145.49095,2.05,0.011251989,USD,,,,,,False,CBOE,27.188536
0,1,2,78.96,79.17,78.98,81.555,78.96,79.17,78.98,81.555,,,,0.0,,1.389,18.21253,1771571,1771571,1766117,1403060,1403060,81.03,81.99,800,900,24813199360,64.63,89.58,0.7954602,73.4222,77.6707,0.0,0.0,USD,,,,,,False,CBRE,42.84737
0,1,2,210.88,210.71,208.3,212.75,210.88,210.71,208.3,212.75,2.48,0.0117,2023-11-22 01:00:00,0.29459998,1.08,1.11,20.147867,855855,855855,688217,876360,876360,84.98,223.13,900,1000,28474537984,160.66,219.71,1.3064232,207.5398,193.2735,2.36,0.011191198,USD,,,,,,False,CDW,26.536827
0,1,2,138.66,138.34,138.15,142.06,138.66,138.34,138.15,142.06,2.8,0.0199,2023-10-27 02:00:00,0.1506,2.19,1.273,11.772955,998668,998668,917841,906820,906820,140.62,141.9,900,800,15352908800,97.12,142.06,1.432308,122.605,116.4609,2.8,0.020193277,USD,,,,,,False,CE,7.586874
0,1,2,203.37,203.49,202.47,205.83,203.37,203.49,202.47,205.83,2.04,0.01,2023-11-10 01:00:00,0.2274,1.51,0.536,14.5363245,1200688,1200688,1419619,1629040,1629040,203.92,203.73,1000,900,40992292864,147.48,205.83,0.15635565,191.1142,178.14565,1.94,0.009539264,USD,,,,,,False,COR,23.926144
0,1,2,73.68,73.54,73.49,74.97,73.68,73.54,73.49,74.97,,,,0.0,,0.49,11.060561,3757567,3757567,3237234,3040940,3040940,72.7,75.0,800,900,40000970752,60.83,87.79,0.28702512,71.0022,67.6317,0.0,0.0,USD,,,,,,False,CNC,16.603104
0,1,2,28.27,28.32,28.21,28.81,28.27,28.32,28.21,28.81,0.8,0.0278,2023-11-15 01:00:00,0.5952,3.3,0.907,17.771605,5596151,5596151,4761542,3453670,3453670,28.65,28.74,1400,3200,18172940288,25.42,31.48,1.9699664,27.3698,28.6996,0.75,0.02652989,USD,,,,,,False,CNP,22.849207
0,1,2,68.9,68.8,68.38,70.485,68.9,68.8,68.38,70.485,,,,0.0,,1.424,41.335293,1496968,1496968,1290739,1314110,1314110,70.42,70.45,800,1000,10971043840,55.62,79.66,7.5657153,68.268,68.227,0.0,0.0,USD,,,,,,False,CDAY,2342.3333
0,1,2,75.15,75.9,75.2,76.92,75.15,75.9,75.2,76.92,1.6,0.021,2023-11-14 01:00:00,0.1487,2.48,0.974,11.321959,3364009,3364009,2231682,2838060,2838060,76.31,76.99,900,900,14579482624,60.08,108.87,1.9013411,81.0954,76.3874,1.6,0.021290751,USD,,,,,,False,CF,7.092007
0,1,2,197.08,196.37,195.755,201.82,197.08,196.37,195.755,201.82,,,,0.0,,1.348,18.588017,311088,311088,534434,381560,381560,201.24,207.24,1800,800,10345538560,161.65,262.0,2.4540057,186.916,200.03445,0.0,0.0,USD,,,,,,False,CRL,21.82684
0,1,2,400.13,400.13,396.23,403.3,400.13,400.13,396.23,403.3,,,,0.0,,1.142,10.6342945,920254,920254,1024312,896830,896830,379.56,404.65,900,800,59444609024,302.21,458.3,1.0893276,421.9062,384.5501,0.0,0.0,USD,,,,,,False,CHTR,13.124428
0,1,2,143.6,143.49,142.6,146.505,143.6,143.49,142.6,146.505,6.04,0.0417,2023-11-16 01:00:00,0.44169998,4.41,1.156,10.79061,11858084,11858084,9727577,10119430,10119430,144.62,145.0,800,1300,273365073920,140.72,187.81,1.3486058,154.7404,159.02666,5.95,0.041434538,USD,,,,,,False,CVX,10.750556
0,1,2,96.63,96.54,95.07,96.88,96.63,96.54,95.07,96.88,1.09,0.0114,2023-11-14 01:00:00,0.6136,1.18,0.495,27.967743,1485637,1485637,1592201,1687280,1687280,95.3,95.31,900,800,23497451520,78.63,100.52,4.0681887,91.0722,92.4651,1.078,0.0111559555,USD,,,,,,False,CHD,54.1875
0,1,2,553.25,553.25,553.25,559.06,553.25,553.25,553.25,559.06,5.4,0.0097,2023-11-14 01:00:00,0.3609,1.01,1.284,35.04394,266584,266584,374482,271920,271920,558.69,559.2,900,800,56859996160,423.06,559.94,6.323648,516.926,485.09045,4.8,0.0086760055,USD,,,,,,False,CTAS,42.0369
0,1,2,48.38,48.28,48.025,48.77,48.38,48.28,48.025,48.77,1.56,0.0322,2024-01-03 01:00:00,0.4683,2.98,0.964,13.1,18635640,18635640,18095401,21366190,21366190,48.5,48.67,3200,4000,196956880896,45.56,58.19,3.3938189,51.9934,51.3416,1.55,0.03203803,USD,,,,,,False,CSCO,14.643505
0,1,2,143.35,143.41,142.33,144.01,143.35,143.41,142.33,144.01,4.8,0.0334,2024-01-23 01:00:00,6.8696003,2.72,0.33,24.17479,968032,968032,1780347,1227620,1227620,143.86,143.84,800,900,17844645888,114.69,178.21,2.5365524,129.618,150.29295,4.76,0.033205442,USD,,,,,,False,CLX,208.46376
0,1,2,218.36,218.79,218.56,221.485,218.36,218.79,218.56,221.485,4.4,0.02,2023-12-07 01:00:00,1.0501,2.87,0.459,23.3305,2119063,2119063,1444725,1385220,1385220,216.04,219.54,900,1000,79032860672,166.55,221.76,14.806539,212.0482,195.5142,4.3,0.019692251,USD,,,,,,False,CME,26.166864
0,1,2,56.76,56.71,56.62,58.42,56.76,56.71,56.62,58.42,1.95,0.0334,2023-11-02 01:00:00,0.7569,2.78,0.392,17.485031,3815466,3815466,2734957,2425490,2425490,57.61,59.84,800,800,17039017984,49.87,65.72,2.1872938,54.8604,58.3528,1.923,0.033879492,USD,,,,,,False,CMS,22.992126
0,1,2,58.44,58.27,58.24,58.685,58.44,58.27,58.24,58.685,1.84,0.031400003,2023-11-30 01:00:00,0.7368,3.05,0.592,22.728683,14805501,14805501,15513260,13690180,13690180,58.59,58.6,1400,900,253524754432,51.55,64.99,5.6301303,56.0278,59.823,1.82,0.031143054,USD,,,,,,False,KO,23.74089
0,1,2,70.38,70.23,70.09,70.87,70.38,70.23,70.09,70.87,1.16,0.0164,2023-11-20 01:00:00,0.278,1.39,1.081,15.262932,2475306,2475306,3198512,3270570,3270570,69.88,71.86,800,900,35510067200,54.25,72.71,1.8272134,67.2878,65.1482,1.16,0.016481955,USD,,,,,,False,CTSH,17.27317
0,1,2,78.77,78.86,78.345,78.99,78.77,78.86,78.345,78.99,1.92,0.024400001,2023-10-20 02:00:00,0.99480003,2.38,0.445,24.984125,3486906,3486906,4443779,3624400,3624400,78.63,78.65,800,1200,64799375360,67.62,82.09,3.386255,73.6438,75.1457,1.9,0.02412086,USD,,,,,,False,CL,41.20419
0,1,2,41.89,42.245,41.8092,42.52,41.89,42.245,41.8092,42.52,1.16,0.0275,2024-01-02 01:00:00,0.3175,2.2,1.061,10.659091,16958567,16958567,18767988,14598600,14598600,42.22,42.31,2900,800,169898622976,33.78,47.46,1.4056077,42.8436,41.44635,1.14,0.027214132,USD,,,,,,False,CMCSA,11.75766
0,1,2,28.29,28.32,28.11,28.385,28.29,28.32,28.11,28.385,1.4,0.0494,2023-11-01 01:00:00,0.5956,3.28,0.596,10.275363,3752376,3752376,4345606,3152290,3152290,28.25,28.32,2200,2900,13555172352,25.16,41.3,1.1041381,27.588,32.5757,1.34,0.04736656,USD,,,,,,False,CAG,12.6044445
0,1,2,115.57,115.03,114.85,117.04,115.57,115.03,114.85,117.04,2.29,0.0199,2023-11-13 01:00:00,0.4946,2.57,1.292,10.819719,4647059,4647059,5138011,5002560,5002560,115.42,115.23,1200,800,136825266176,91.53,127.35,2.2126048,118.3572,110.2192,5.34,0.046205763,USD,,,,,,False,COP,12.552287
0,1,2,90.11,90.32,89.78,91.68,90.11,90.32,89.78,91.68,3.24,0.0353,2023-11-14 01:00:00,0.4756,3.66,0.381,17.363636,1505519,1505519,2152720,1713520,1713520,91.63,91.63,1100,900,31649769472,80.46,100.92,2.0753946,88.527,92.20415,3.22,0.035734102,USD,,,,,,False,ED,13.542098
0,1,2,240.49,242.02,239.6,243.0,240.49,242.02,239.6,243.0,3.56,0.0147,2023-11-02 01:00:00,0.39720002,1.46,1.048,18.002232,941807,941807,1058115,993800,993800,241.25,255.11,1300,800,44442828800,208.12,273.65,4.54147,239.5236,241.1026,3.38,0.014054638,USD,,,,,,False,STZ,28.397886
0,1,2,121.04,120.62,119.66,120.94,121.04,120.62,119.66,120.94,1.13,0.0094,2023-11-16 01:00:00,0.1894,,,17.973013,1408038,1408038,1716630,1468330,1468330,117.51,122.0,800,1000,38287515648,71.16,127.24,1.4472696,116.0206,95.89472,0.99,0.008179114,USD,,,,,,False,CEG,23.009596
0,1,2,336.92,336.61,333.93,341.49,336.92,336.61,333.93,341.49,0.06,0.0002,2023-07-26 02:00:00,0.0108,0.02,0.938,24.258888,205730,205730,294726,284350,284350,340.32,360.25,800,800,16891679744,303.74,399.62,4.8066926,325.3284,357.1581,0.06,0.0001780838,USD,,,,,,False,COO,61.678116
0,1,2,50.22,50.08,49.55,50.31,50.22,50.08,49.55,50.31,,,,0.0,,1.188,30.754602,4002765,4002765,4107012,4545690,4545690,50.45,51.0,1200,1300,48136380416,29.615,51.53,12.044448,46.1932,42.5733,0.0,0.0,USD,,,,,,False,CPRT,36.59124
0,1,2,28.49,28.32,28.25,28.9,28.49,28.32,28.25,28.9,1.12,0.0388,2023-11-16 01:00:00,1.6324,2.84,1.075,14.42,3631951,3631951,3663023,3602520,3602520,28.55,28.88,2900,2200,24605566976,25.26,37.1,1.892736,28.3604,31.94165,1.11,0.038961038,USD,,,,,,False,GLW,42.411766
0,1,2,45.2,45.36,45.08,46.425,45.2,45.36,45.08,46.425,0.64,0.0139,2023-11-30 01:00:00,0.38849998,,0.798,15.247525,5781639,5781639,3987615,3722250,3722250,45.32,46.26,800,900,32558481408,43.22,67.11,1.8772187,48.5972,54.7055,0.62,0.013716814,USD,,,,,,False,CTVA,29.42675
0,1,2,83.04,82.76,82.76,85.52,83.04,82.76,82.76,85.52,,,,0.0,,0.868,63.17037,1896356,1896356,1915649,1708950,1708950,83.89,86.38,800,900,34825195520,65.12,92.36,14.581669,78.5012,78.143,0.0,0.0,USD,,,,,,False,CSGP,86.14141
0,1,2,592.74,593.28,590.59,596.35,592.74,593.28,590.59,596.35,4.08,0.0068,2023-11-02 01:00:00,0.2712,0.76,0.776,38.026146,1417193,1417193,1721482,1374970,1374970,596.31,596.9,1000,1000,263984316416,447.9,599.94,1.0895387,569.338,531.88574,3.84,0.0064783883,USD,,,,,,False,COST,42.197453
0,1,2,26.25,26.2,26.1,26.55,26.25,26.2,26.1,26.55,0.8,0.0306,2023-11-15 01:00:00,0.5709,3.87,0.322,9.076388,6017097,6017097,6301136,5319210,5319210,26.25,26.23,1400,1400,19662299136,22.25,29.89,3.075117,27.3524,26.10555,1.65,0.06285714,USD,,,,,,False,CTRA,9.044982
0,1,2,117.28,117.33,115.6,118.835,117.28,117.33,115.6,118.835,6.26,0.052800003,2023-12-14 01:00:00,1.7486,3.6,0.673,41.170135,4627182,4627182,3654201,4046850,4046850,118.6,119.5,900,800,51422502912,84.72,153.98,7.27231,96.1792,111.13005,6.26,0.053376537,USD,,,,,,False,CCI,33.120113
0,1,2,32.3,32.41,32.37,33.43,32.3,32.41,32.37,33.43,0.44,0.013200001,2023-11-29 01:00:00,0.2275,1.26,1.203,16.868687,12597982,12597982,13342353,12146630,12146630,32.6,33.34,3200,3000,66002747392,27.6,34.38,4.4878454,30.912,31.2117,0.43,0.013312694,USD,,,,,,False,CSX,17.671959
0,1,2,224.16,225.05,223.51,227.28,224.16,225.05,223.51,227.28,6.72,0.0297,2023-11-22 01:00:00,0.32549998,2.69,1.069,11.647452,867014,867014,768030,647560,647560,225.98,230.88,1100,800,32078309376,203.18,265.28,0.9635441,223.6824,232.6786,6.39,0.028506422,USD,,,,,,False,CMI,11.5346575
0,1,2,67.95,67.91,67.365,68.64,67.95,67.91,67.365,68.64,2.42,0.0353,2023-10-19 02:00:00,0.36220002,2.87,0.561,8.768247,7071685,7071685,7302330,6423740,6423740,68.36,68.4,800,1400,88126914560,64.41,104.83,0.25426042,69.467,71.88655,2.365,0.034805004,USD,,,,,,False,CVS,10.486983
0,1,2,127.67,128.0,127.65,131.26,127.67,128.0,127.65,131.26,1.2,0.0092,2023-11-20 01:00:00,0.072399996,1.07,1.542,8.735648,2897283,2897283,2546438,1963250,1963250,130.9,131.8,2900,800,43600457728,82.97,132.3,1.2295535,113.0954,111.27775,1.0,0.007832694,USD,,,,,,False,DHI,9.468886
0,1,2,223.31,222.4,220.515,223.79,223.31,222.4,220.515,223.79,1.08,0.0047999998,2023-10-11 02:00:00,0.0996,0.39,0.831,31.125349,3126656,3126656,3170264,2753860,2753860,223.19,223.42,800,800,165135400960,182.09,249.5922,5.5853143,208.68056,215.49797,1.06,0.0047467644,USD,,,,,,False,DHR,28.18159
0,1,2,156.47,156.48,156.19,160.21,156.47,156.48,156.19,160.21,5.04,0.0315,2023-10-06 02:00:00,0.61439997,2.72,1.249,16.570986,800347,800347,1089920,726290,726290,159.49,163.15,900,900,19239571456,131.9,173.06,1.7860227,146.1074,153.9217,4.94,0.03157155,USD,,,,,,False,DRI,19.889303
0,1,2,101.46,101.49,100.56,104.88,101.46,101.49,100.56,104.88,,,,0.0,,0.982,12.2,1193802,1193802,1356768,1008720,1008720,104.2,106.2,800,900,9528509440,70.8,116.97,0.79995626,87.8108,92.2463,0.0,0.0,USD,,,,,,False,DVA,16.197205
0,1,2,364.41,364.91,363.57,370.91,364.41,364.91,363.57,370.91,5.4,0.0146,2023-09-28 02:00:00,0.1458,1.37,1.081,13.73594,1758426,1758426,1511374,2348760,2348760,368.25,368.13,800,900,106217644032,345.55,450.0,1.7341373,375.9324,394.34085,5.05,0.0138580175,USD,,,,,,False,DE,10.650014
0,1,2,36.93,36.98,36.973,38.12,36.93,36.98,36.973,38.12,0.4,0.0105,2023-10-11 02:00:00,0.0189,2.3,1.367,5.756429,9859257,9859257,9852523,8700250,8700250,38.03,38.1,1000,3000,24483766272,30.6,49.81,0.42758936,34.7348,38.2441,0.2,0.0054156515,USD,,,,,,False,DAL,7.179245
0,1,2,31.75,31.7,31.45,32.74,31.75,31.7,31.45,32.74,0.56,0.0172,2023-09-28 02:00:00,0.2883,0.98,0.996,15.878049,4184870,4184870,3272315,4527690,4527690,31.75,32.55,1800,1300,6896043008,26.27,43.24,1.7520435,31.2402,36.8455,0.545,0.017165355,USD,,,,,,False,XRAY,
0,1,2,44.97,44.88,44.64,45.86,44.97,44.88,44.64,45.86,2.87,0.0635,2023-12-14 01:00:00,0.5877,4.26,2.325,7.6429777,6368925,6368925,9031790,7300490,7300490,45.17,45.17,1800,1000,28940419072,42.59,70.42,1.9384072,46.3534,49.5718,3.45,0.07671781,USD,,,,,,False,DVN,7.6950593
0,1,2,115.52,114.24,113.01,117.5,115.52,114.24,113.01,117.5,,,,0.0,,1.13,68.6,2992377,2992377,5135555,3758310,3758310,113.65,116.51,800,900,45058936832,74.75,139.55,13.240945,93.621,111.37245,0.0,0.0,USD,,,,,,False,DXCM,128.15384
0,1,2,154.41,154.3,153.66,156.7699,154.41,154.3,153.66,156.7699,6.88,0.0446,2023-08-09 02:00:00,0.39020002,2.96,1.974,7.2223783,1353826,1353826,1930025,1373620,1373620,153.6,154.61,800,800,27612014592,119.01,171.4,3.565601,157.7862,143.7489,7.99,0.05174535,USD,,,,,,False,FANG,8.750426
0,1,2,138.78,137.32,135.8012,139.35,138.78,137.32,135.8012,139.35,4.88,0.0352,2023-12-14 01:00:00,1.6886001,3.54,0.545,111.78226,2456809,2456809,1949687,1818290,1818290,138.31,139.0,900,800,42876370944,86.33,139.35,8.070726,125.9216,113.0303,4.88,0.03516357,USD,,,,,,False,DLR,48.12847
0,1,2,92.69,92.74,91.77,92.84,92.69,92.74,91.77,92.84,0.6,0.0064999997,2023-12-08 01:00:00,0.0,1.38,1.301,18.893877,11706783,11706783,13843685,11557370,11557370,92.46,92.57,1000,800,169451028480,78.73,118.18,1.9061286,85.8266,90.46865,0.0,0.0,USD,,,,,,False,DIS,71.76745
0,1,2,131.12,130.67,130.29,134.81,131.12,130.67,130.29,134.81,2.36,0.0175,2023-10-09 02:00:00,0.2336,0.9,0.368,17.560625,2695878,2695878,3920198,2593780,2593780,134.03,134.06,1000,900,29561223168,101.09,251.0,0.7617535,115.8064,167.30376,2.28,0.017388651,USD,,,,,,False,DG,13.786079
0,1,2,123.59,123.44,122.82,126.39,123.59,123.44,122.82,126.39,,,,0.0,,0.794,17.99572,2322133,2322133,2358682,2727370,2727370,126.01,126.28,1000,800,27484553216,102.77,161.1,0.9258859,111.5996,134.5969,0.0,0.0,USD,,,,,,False,DLTR,23.937382
0,1,2,45.34,45.44,45.37,46.73,45.34,45.44,45.37,46.73,2.67,0.0572,2023-11-30 01:00:00,0.88699996,4.34,0.53,14.910542,5575902,5575902,6373657,4540380,4540380,45.8,46.7,800,900,39053316096,39.18,63.94,2.1819932,43.7348,50.6392,2.67,0.0588884,USD,,,,,,False,D,15.504983
0,1,2,392.89,392.87,388.865,397.6,392.89,392.87,388.865,397.6,4.84,0.012200001,2023-12-14 01:00:00,0.3238,0.96,0.846,25.201777,548047,548047,640442,614260,614260,390.54,397.18,800,800,13854034944,285.84,409.95,3.1002958,364.9896,347.9851,4.73,0.012038993,USD,,,,,,False,DPZ,27.166895
0,1,2,141.16,141.58,141.15,143.355,141.16,141.58,141.15,143.355,2.04,0.014199999,2023-11-29 01:00:00,0.2782,1.63,1.35,15.267591,825228,825228,837438,737330,737330,143.02,145.1,1200,800,20033648640,127.25,160.66,2.3648129,136.6408,142.5364,2.025,0.014345424,USD,,,,,,False,DOV,19.671703
0,1,2,51.75,51.8,51.57,52.62,51.75,51.8,51.57,52.62,2.8,0.0535,2023-11-29 01:00:00,1.5217,,1.328,15.565476,4258763,4258763,4094006,3747490,3747490,52.19,52.61,900,800,36683063296,47.26,60.875,0.79989237,50.1942,52.8817,2.8,0.05410628,USD,,,,,,False,DOW,28.423912
0,1,2,104.11,104.13,103.74,108.245,104.11,104.13,103.74,108.245,3.81,0.0352,2023-09-15 02:00:00,0.6298,3.24,0.646,16.3646,2735208,2735208,1583033,1500010,1500010,106.61,109.58,1000,1100,22311036928,90.14,122.41,1.6135848,99.6758,107.12255,3.81,0.036595907,USD,,,,,,False,DTE,17.879337
0,1,2,92.28,92.2,91.55,92.65,92.28,92.2,91.55,92.65,4.06,0.0438,2023-11-16 01:00:00,0.85410005,4.1,0.455,15.517589,4011123,4011123,3518395,3066370,3066370,92.31,92.68,800,900,71398760448,83.06,106.43,2.4834352,89.0676,92.4701,4.04,0.0437798,USD,,,,,,False,DUK,19.585623
0,1,2,71.54,71.59,71.27,72.72,71.54,71.59,71.27,72.72,1.44,0.0199,2023-11-29 01:00:00,0.7157,2.38,1.19,14.657895,4428976,4428976,2579225,2472080,2472080,72.06,72.79,1000,800,31139342336,62.8,78.74,2.5370166,72.2286,71.7107,1.41,0.019709254,USD,,,,,,False,DD,36.756348
0,1,2,83.83,84.17,83.71,85.6,83.83,84.17,83.71,85.6,3.16,0.037,2023-09-14 02:00:00,0.6345,3.25,1.494,10.817721,826973,826973,890758,883190,883190,85.11,85.85,1000,800,10128120832,68.89,92.21,1.0802177,76.2794,80.9822,3.16,0.037695337,USD,,,,,,False,EMN,17.160643
0,1,2,227.69,227.83,227.5979,232.01,227.69,227.83,227.5979,232.01,3.44,0.0149,2023-11-03 01:00:00,0.45380002,2.48,1.07,22.97707,1577845,1577845,2160041,1585310,1585310,230.45,230.37,1100,1000,92022677504,150.86,240.44,4.069459,214.3298,195.9762,3.39,0.014888665,USD,,,,,,False,ETN,30.851408
0,1,2,41.01,40.99,40.605,41.885,41.01,40.99,40.605,41.885,1.0,0.024,2023-11-30 01:00:00,0.19479999,,1.333,10.380597,6015272,6015272,6026815,7227230,7227230,41.63,41.64,3100,1300,21657870336,37.17,52.23,2.1528697,41.2292,43.66055,0.97,0.02365277,USD,,,,,,False,EBAY,8.379518
0,1,2,191.73,191.66,191.14,193.15,191.73,191.66,191.14,193.15,2.12,0.011,2023-09-18 02:00:00,0.4919,1.05,1.048,31.48936,1040396,1040396,1043609,933300,933300,192.05,192.62,900,1200,54860935168,140.13,193.15,3.6445184,172.709,173.45045,2.12,0.011057216,USD,,,,,,False,ECL,44.64037
0,1,2,66.99,67.0,66.75,67.49,66.99,67.0,66.75,67.49,2.95,0.0437,2023-09-28 02:00:00,0.919,4.2,0.874,13.179688,2532416,2532416,2151787,2085020,2085020,58.0,68.11,800,800,25883236352,58.82,74.92,1.5547355,64.3332,68.3585,2.95,0.044036426,USD,,,,,,False,EIX,21.021807
0,1,2,67.71,67.46,67.08,68.59,67.71,67.46,67.08,68.59,,,,0.0,,1.023,24.327402,4164286,4164286,4297903,3963490,3963490,68.04,68.89,1000,1100,41460338688,60.57,94.87,7.124994,68.0912,79.4489,0.0,0.0,USD,,,,,,False,EW,29.213676
0,1,2,138.01,138.01,137.44,138.26,138.01,138.01,137.44,138.26,0.76,0.0055,2023-11-28 01:00:00,0.2094,,0.797,17.638924,1930568,1930568,2013090,1645470,1645470,137.94,139.55,800,800,37052755968,108.53,140.3,4.879857,128.3626,125.01175,0.76,0.0055068475,USD,,,,,,False,EA,37.84615
0,1,2,591.04,591.7,583.0,601.97,591.04,591.7,583.0,601.97,4.52,0.0077,2023-11-14 01:00:00,0.7917,1.53,0.329,53.828568,3612964,3612964,3287271,2632840,2632840,584.5,585.03,800,1200,554433249280,309.2,629.97,17.286875,580.1568,471.47104,4.37,0.0073937466,USD,,,,,,False,LLY,105.23242
0,1,2,88.9,89.26,89.05,90.305,88.9,89.26,89.05,90.305,2.1,0.0233,2023-11-16 01:00:00,0.5591,2.59,1.375,15.810528,2554713,2554713,3043646,2765140,2765140,89.5,90.22,900,900,51377410048,76.94,100.62,3.387894,91.4752,89.00185,2.08,0.023397075,USD,,,,,,False,EMR,24.225807
0,1,2,101.02,100.17,98.88,106.74,101.02,100.17,98.88,106.74,,,,0.0,,1.578,25.301662,4270909,4270909,4793277,4023640,4023640,106.8,106.36,1100,800,14545413120,73.49,339.92,5.3616366,102.3232,154.24005,0.0,0.0,USD,,,,,,False,ENPH,26.696741
0,1,2,101.41,101.4,101.01,102.23,101.41,101.4,101.01,102.23,4.52,0.044299997,2023-11-13 01:00:00,0.6167,3.71,0.676,14.151178,1877802,1877802,1627049,1472820,1472820,100.0,101.86,1000,900,21576589312,87.1,120.78,1.6995989,95.7596,100.2173,4.28,0.042204913,USD,,,,,,False,ETR,14.701729
0,1,2,123.07,122.7,122.45,125.63,123.07,122.7,122.45,125.63,3.64,0.0294,2023-12-14 01:00:00,0.2392,2.09,1.513,9.041697,2985313,2985313,2956574,3112230,3112230,123.7,123.6,800,1000,72077344768,98.52,142.49,3.0377774,126.123,120.7202,3.3,0.026814008,USD,,,,,,False,EOG,9.16914
0,1,2,258.19,258.17,252.03,260.9,258.19,258.17,252.03,260.9,,,,0.0,,1.454,24.423586,789273,789273,434812,519100,519100,245.0,265.37,1200,800,14938083328,197.99,385.96,3.1352322,243.0026,254.9456,0.0,0.0,USD,,,,,,False,EPAM,32.240353
0,1,2,39.96,39.81,39.65,40.505,39.96,39.81,39.65,40.505,0.63,0.015700001,2023-11-07 01:00:00,0.082200006,0.49,1.122,10.29156,3225664,3225664,5030214,4486380,4486380,40.21,40.49,900,800,16552000512,28.11,45.23,2.6791458,41.3248,38.0287,0.6,0.015015016,USD,,,,,,False,EQT,5.5123286
0,1,2,217.71,217.17,216.8621,222.49,217.71,217.17,216.8621,222.49,1.56,0.0069999998,2023-11-22 01:00:00,0.3697,0.91,1.409,27.86951,1024508,1024508,811334,845000,845000,221.63,223.3,900,800,27368960000,159.95,240.35,5.3282247,186.6986,201.89815,1.56,0.007165495,USD,,,,,,False,EFX,52.63507
0,1,2,815.01,816.55,809.62,824.86,815.01,816.55,809.62,824.86,17.04,0.0207,2023-11-14 01:00:00,1.4349,1.69,0.618,75.2208,374813,374813,361742,323260,323260,820.65,1317.4,800,2900,77399351296,640.92,824.86,10.333907,747.5552,743.37085,13.33,0.016355628,USD,,,,,,False,EQIX,88.457085
0,1,2,56.84,56.89,56.81,58.54,56.84,56.89,56.81,58.54,2.65,0.045300003,2023-09-25 02:00:00,1.5041001,3.45,0.879,36.5875,2626767,2626767,1984525,2307620,2307620,57.35,64.45,900,900,22229100544,52.57,69.45,7.8101883,57.0562,61.5756,2.613,0.045971144,USD,,,,,,False,EQR,33.643677
0,1,2,213.46,214.06,213.04,220.9,213.46,214.06,213.04,220.9,9.24,0.0419,2023-09-28 02:00:00,1.1201999,3.18,0.836,36.292763,416367,416367,415025,326820,326820,220.38,221.62,800,1000,14661400576,195.03,248.8,8.632015,213.1066,222.3085,9.13,0.042771477,USD,,,,,,False,ESS,27.108107
0,1,2,127.69,127.7,127.45,132.4,127.69,127.7,127.45,132.4,2.64,0.02,2023-11-29 01:00:00,1.7255,0.96,1.074,32.10219,3089534,3089534,2623306,2397850,2397850,131.94,131.87,1100,1100,47214333952,102.22,283.62,3.046479,130.6546,184.40256,2.64,0.020675072,USD,,,,,,False,EL,86.2353
0,1,2,75.81,76.53,75.43,82.3228,75.81,76.53,75.43,82.3228,,,,0.0,,2.017,31.432951,5785289,5785289,3810828,3723810,3723810,82.0,82.25,1200,800,9823962112,58.2,149.91,3.6206748,66.2514,86.4224,0.0,0.0,USD,,,,,,False,ETSY,33.214577
0,1,2,51.04,51.29,50.725,51.849,51.04,51.29,50.725,51.849,2.57,0.0497,2023-11-21 01:00:00,0.82769996,3.51,0.551,13.479167,1811650,1811650,2299180,2302170,2302170,51.0,51.77,900,800,11890358272,46.92,65.39,2.123316,49.9586,56.7788,2.45,0.04800157,USD,,,,,,False,EVRG,17.486486
0,1,2,59.41,59.51,59.2,60.79,59.41,59.51,59.2,60.79,2.7,0.0444,2023-09-22 02:00:00,0.7972,2.9,0.561,13.299781,2010681,2010681,2928565,3156480,3156480,60.68,60.51,800,1200,21232035840,52.03,87.71,1.7337642,56.537,68.21915,2.663,0.044824105,USD,,,,,,False,ES,18.197605
0,1,2,38.51,38.58,38.225,39.01,38.51,38.58,38.225,39.01,1.44,0.0369,2023-11-14 01:00:00,0.6593,3.34,0.638,15.596001,7030859,7030859,5919668,6913770,6913770,38.7,39.0,1100,1400,38812090368,35.71,44.37,1.8459092,39.0886,40.63635,1.418,0.036821608,USD,,,,,,False,EXC,18.134884
0,1,2,136.18,136.05,136.05,139.78,136.18,136.05,136.05,139.78,,,2020-03-09 01:00:00,0.0,0.96,1.669,11.326015,1931446,1931446,2503206,2904540,2904540,139.3,138.95,800,800,19342913536,82.39,139.78,1.5388156,110.2864,105.2655,0.0,0.0,USD,,,,,,False,EXPE,25.514652
