,maxAge,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,financialCurrency,Ticker,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,earningsGrowth
0,86400,70.27,buy,510300000.0,3.268,210700000,1245699968.0,0.138,1.093,1450099968,54.952,9.374,0.010729999,0.00185,555600000.0,152400000.0,171400000.0,0.196,0.48383,0.1453,0.08185001,0.0027599998,USD,CDAY,95.0,62.0,76.31,76.5,2.3,16.0,
0,86400,76.31,hold,3254000128.0,17.032,3880999936,3247000064.0,3.964,4.525,7667999744,39.116,39.343,0.14181,0.32407,5861000000.0,2368624896.0,2862000128.0,-0.452,0.43036,0.50613,0.23802,0.2753,USD,CF,105.0,68.0,88.44,87.5,2.6,18.0,-0.61
0,86400,201.68,buy,157174000.0,3.064,972454016,2907331072.0,0.962,1.453,4215776000,86.768,82.456,0.05515,0.15957,1462651000.0,340805248.0,697712000.0,0.038,0.3689,0.23066999,0.16334999,0.11266,USD,CRL,250.0,189.0,211.11,211.25,1.9,14.0,-0.101
0,86400,401.87,hold,571000000.0,3.86,21170999296,98090000384.0,0.277,0.326,54570000384,665.288,361.424,0.05369,0.39987,24485000000.0,3062374912.0,14364999680.0,0.003,0.44882,0.38796002,0.23241,0.08604,USD,CHTR,708.0,300.0,471.05,462.5,2.6,22.0,0.118
0,86400,144.81,buy,5937999872.0,3.146,45936001024,20558999552.0,0.838,1.255,202701996032,12.366,107.562,0.07394,0.15678,98886000000.0,18233624576.0,35673001984.0,-0.182,0.39765,0.22662,0.12877,0.12562001,USD,CVX,183.62,146.9,166.38,165.26,2.0,23.0,-0.398
0,86400,95.37,hold,573299968.0,2.327,1255299968,2570299904.0,0.87,1.468,5775900160,63.456,23.618,0.07754,0.113000005,2250000000.0,758200000.0,1146200064.0,0.105,0.43451,0.21733,0.1757,0.07569,USD,CHD,108.0,79.0,96.11,95.5,2.8,18.0,-0.066
0,86400,558.25,buy,88126000.0,0.865,2157728000,2662354944.0,1.1,2.556,8991644672,65.292,88.36,0.13715,0.37809,,1102952448.0,1636603008.0,0.081,0.47676,0.23997,0.21370001,0.15363,USD,CTAS,630.0,441.0,545.69,540.0,2.2,13.0,0.091
0,86400,48.47,hold,23897999360.0,5.881,18094999552,8725000192.0,1.189,1.467,58033999872,19.299,14.223,0.107370004,0.31775,35753000000.0,16343000064.0,18294999040.0,0.076,0.63694,0.3118,0.30201998,0.23402001,USD,CSCO,69.78,39.48,49.94,49.58,2.6,15.0,0.369
0,86400,143.84,hold,518000000.0,4.175,960000000,3203000064.0,0.493,0.858,7034999808,2445.038,56.85,0.075040005,0.31579,2905000000.0,812000000.0,1000000000.0,-0.203,0.40128,0.13646,0.053390004,0.01222,USD,CLX,165.0,115.0,135.94,134.0,3.1,18.0,-0.75
0,86400,219.54,buy,2404300032.0,6.679,3584499968,3892800000.0,0.034,1.033,5337699840,13.828,14.871,0.01327,0.10813,5008800000.0,2262599936.0,3391000064.0,0.09,1.0,0.67154,0.61424,0.57131,USD,CME,250.0,180.0,228.43,235.5,2.3,14.0,0.102
0,86400,58.4,buy,157000000.0,0.538,2320999936,15466999808.0,0.312,0.901,7790000128,199.368,26.811,0.025559999,0.09422,2762000000.0,-1127374976.0,2092000000.0,-0.173,0.3466,0.29795,0.18888001,0.096149996,USD,CMS,65.0,54.0,59.93,61.0,2.3,15.0,0.068
0,86400,58.64,buy,15436000256.0,3.57,14168000512,41843998720.0,0.776,1.142,45029998592,150.34,10.412,0.085530005,0.41221002,25004000000.0,6536249856.0,11879000064.0,0.08,0.59141,0.31463,0.30436,0.23922001,USD,KO,67.94,54.17,59.08,58.76,2.0,23.0,0.092
0,86400,70.82,hold,2368000000.0,4.723,3436000000,1444999936.0,1.935,2.233,19434000384,11.217,38.294,0.10278,0.1682,7039000000.0,1989874944.0,2295000064.0,0.008,0.34774,0.1768,0.15479,0.107489996,USD,CTSH,87.0,60.0,70.28,70.0,2.9,25.0,-0.147
0,86400,78.7,buy,1198000000.0,1.455,4071000064,8723999744.0,0.603,1.164,19136000000,2148.768,23.063,0.13605,2.3824499,10248000000.0,2068999936.0,3281999872.0,0.103,0.57227004,0.21274,0.20671,0.08293,USD,CL,82.63,60.59,74.62,77.58,2.4,18.0,0.16
0,86400,42.21,buy,6434999808.0,1.599,37638000640,102502998016.0,0.559,0.7,120872001536,122.916,28.853,0.056649998,0.18,83214000000.0,11925125120.0,28462000128.0,0.009,0.69957,0.31139,0.21500999,0.12535,USD,CMCSA,50.5,37.64,44.99,45.91,2.2,27.0,
0,86400,28.36,hold,93300000.0,0.195,2365400064,9273600000.0,0.27,0.907,12276700160,103.557,25.667,0.055960003,0.12327,,421512512.0,1175200000.0,-0.0,0.27475,0.19267,0.17665,0.08804,USD,CAG,36.0,28.0,30.36,29.5,2.8,14.0,
0,86400,115.23,buy,9445999616.0,7.955,25486999552,19062999040.0,1.462,1.662,61838999552,39.927,50.865,0.11495,0.23132999,39598000000.0,6424249856.0,21294000128.0,-0.322,0.4732,0.41215,0.28207,0.18110001,USD,COP,164.0,117.0,139.92,138.5,1.9,26.0,-0.346
0,86400,91.68,hold,539000000.0,1.561,4752000000,23772999680.0,0.636,0.982,15249999872,112.786,43.571,0.026730001,0.111999996,7685000000.0,-1665500032.0,2497999872.0,-0.07,0.48766997,0.31160998,0.18673,0.15574001,USD,ED,103.0,73.0,89.07,89.0,3.1,14.0,-0.116
0,86400,241.95,buy,83300000.0,0.454,3437700096,11706500096.0,0.356,1.202,9786000384,120.388,51.272,0.07672,0.15877,,925275008.0,2724600064.0,0.068,0.50091,0.35129002,0.34839,0.15498,USD,STZ,311.0,249.0,293.0,295.0,1.9,21.0,
0,86400,119.88,buy,1888999936.0,5.915,4143000064,8154999808.0,0.902,1.881,26454999040,67.958,81.213,0.022049999,0.14191,2227000000.0,-613750016.0,-4541000192.0,0.01,0.122889996,0.15661,0.16510999,0.06403,USD,CEG,151.0,51.0,122.08,126.5,2.3,12.0,
0,86400,341.08,buy,117300000.0,2.369,874899968,2594299904.0,0.752,1.722,3514200064,34.46,71.066,0.02747,0.03768,2166300000.0,204587504.0,564000000.0,0.103,0.65866995,0.24896,0.16298,0.07834,USD,COO,430.0,330.0,392.71,400.0,2.3,14.0,-0.136
0,86400,50.13,buy,2630548992.0,2.739,1728048000,132863000.0,4.492,5.741,3996561920,2.064,4.185,0.15197,0.23462999,1769369000.0,648690240.0,1427896960.0,0.142,0.46626,0.43238,0.38864,0.33139,USD,CPRT,58.0,48.0,55.67,57.0,1.9,6.0,0.36
0,86400,28.84,buy,1639000064.0,1.921,2703000064,8456999936.0,0.785,1.703,12999999488,72.011,15.353,0.02923,0.05573,4843000000.0,223250000.0,1908999936.0,-0.09,0.32862,0.20792,0.07091,0.045,USD,GLW,40.0,28.0,32.5,31.5,2.2,10.0,-0.208
0,86400,46.2,buy,2361999872.0,3.352,3246000128,5898999808.0,0.867,1.578,17344000000,23.163,24.369,0.03049,0.044749998,7026000000.0,1500000.0,414000000.0,-0.067,0.4232,0.18715,-0.101160005,0.053790003,USD,CTVA,69.0,50.0,57.87,57.0,2.2,23.0,
0,86400,85.28,buy,5229879808.0,12.807,446852992,1103539968.0,13.142,13.312,2388285952,15.305,5.898,0.025039999,0.05786,1768391000.0,426946880.0,526016000.0,0.122,0.80554,0.1871,0.0986,0.16857,USD,CSGP,104.0,70.0,89.08,91.5,1.8,12.0,0.222
0,86400,596.25,buy,15233999872.0,34.408,10581999616,10535999488.0,0.522,1.068,242289999872,42.046,545.878,0.079840004,0.27533,30095000000.0,5457625088.0,11068000256.0,0.095,0.12420999,0.043670002,0.03523,0.025969999,USD,COST,624.31,426.92,554.53,564.63,2.0,32.0,0.157
0,86400,26.14,buy,847000000.0,1.126,4504999936,2555000064.0,0.969,1.045,6393999872,19.966,8.38,0.08913,0.17599002,7636000000.0,1701500032.0,4382000128.0,-0.497,0.75601995,0.70457,0.31804,0.35048,USD,CTRA,42.0,27.0,32.69,31.5,2.5,26.0,-0.72
0,86400,118.57,hold,117000000.0,0.27,4201999872,28728999936.0,0.292,0.442,7071000064,430.784,16.302,0.040370002,0.21648,4918000000.0,1445124992.0,3097999872.0,-0.045,0.71051,0.59426,0.33953,0.21962999,USD,CCI,130.0,90.0,103.13,101.0,2.7,15.0,-0.37
0,86400,33.4,buy,1439000064.0,0.728,7272999936,19107999744.0,0.967,1.145,14707000320,159.846,7.225,0.08452,0.30978,7390000000.0,2427249920.0,5413000192.0,-0.083,0.49453,0.49453,0.36254,0.26158002,USD,CSX,42.0,25.0,36.17,37.0,2.0,24.0,-0.192
0,86400,226.31,buy,2839000064.0,20.029,4608999936,8125000192.0,0.764,1.43,33291999232,69.575,235.03,0.073,0.27029,6736000000.0,1002875008.0,3324000000.0,0.15,0.24231,0.13844,0.1026,0.08401,USD,CMI,303.9,216.0,254.79,250.0,2.5,15.0,0.628
0,86400,68.48,buy,16188000256.0,12.579,18343000064,80096002048.0,0.602,0.86,346600996864,107.497,268.631,0.03638,0.1167,53456000000.0,11978125312.0,14110000128.0,0.105,0.15291001,0.05292,0.03931,0.02444,USD,CVS,95.48,67.94,79.71,78.96,2.1,22.0,
0,86400,130.86,buy,3684499968.0,11.058,6350199808,5192200192.0,0.824,6.065,35460399104,22.44,104.081,0.124309994,0.22343001,10070100000.0,2946524928.0,4304099840.0,0.09,0.25134,0.17908001,0.18853001,0.13383001,USD,DHI,178.0,107.0,141.95,142.0,2.2,20.0,-0.049
0,86400,223.48,buy,12277000192.0,16.615,9272000512,23160000512.0,1.766,2.264,29565999104,44.186,40.292,0.0521,0.119040005,18949000000.0,5195250176.0,8086000128.0,-0.103,0.58682,0.3136,0.21024,0.20013,USD,DHR,257.07,183.62,215.98,217.59,2.0,20.0,-0.281
0,86400,159.91,buy,192100000.0,1.597,1616099968,6937699840.0,0.111,0.399,10772299776,322.984,88.734,0.072399996,0.46756,,640862528.0,1387399936.0,0.116,0.20308,0.15002,0.10283,0.09129,USD,DRI,190.0,148.0,168.65,170.0,2.0,27.0,0.027
0,86400,104.31,hold,461171008.0,5.051,2217035008,11129314304.0,1.119,1.235,11911287808,394.003,131.289,0.05432,0.34285,3400341000.0,1049078848.0,1917548032.0,0.059,0.3057,0.18613,0.15817,0.05113,USD,DVA,113.0,90.0,104.33,105.5,3.0,6.0,1.319
0,86400,368.81,buy,5824000000.0,20.399,15304999936,63410999296.0,1.699,1.898,61250998272,289.733,209.62,0.08565,0.48079,14486000000.0,5049249792.0,8589000192.0,-0.007,0.35226002,0.24987,0.20095,0.16597,USD,DE,452.62,344.29,389.23,385.6,2.1,21.0,0.112
0,86400,38.05,buy,5005000192.0,7.816,7424000000,27899000832.0,0.298,0.445,57259999232,302.395,89.644,0.046690002,0.49233,9680000000.0,303750016.0,7106999808.0,0.108,0.21263,0.12965,0.1228,0.0594,USD,DAL,77.0,43.0,53.35,50.0,1.6,17.0,0.593
0,86400,32.55,buy,309000000.0,1.459,627000000,2160000000.0,0.787,1.571,3936000000,64.076,18.451,0.024619998,-0.06271,2127000000.0,269124992.0,359000000.0,0.0,0.52973,0.1593,0.082370006,-0.054369997,USD,XRAY,41.0,30.0,34.5,35.0,2.3,12.0,
0,86400,45.17,buy,654000000.0,1.021,7522999808,6481999872.0,0.753,0.965,14929999872,55.03,23.255,0.12971,0.33573002,11329000000.0,1591624960.0,6718000128.0,-0.259,0.55787,0.50388,0.30034,0.25425,USD,DVN,70.69,43.15,51.91,50.04,2.3,26.0,-0.507
0,86400,116.62,strong_buy,3240300032.0,8.386,659600000,2718899968.0,2.4,2.799,3403000064,119.886,8.802,0.055040002,0.18424,1883100000.0,596212480.0,747400000.0,0.267,0.63873,0.19383,0.21077,0.11078,USD,DXCM,155.0,101.0,124.6,123.5,1.5,20.0,0.187
0,86400,154.27,buy,827000000.0,4.621,6069000192,6461000192.0,0.851,0.895,7744000000,38.042,43.091,0.106639996,0.21260999,8173000000.0,-52750000.0,5736999936.0,-0.083,0.85615,0.78370005,0.5898,0.41193,USD,FANG,235.0,147.0,186.36,183.5,2.1,28.0,-0.246
0,86400,138.61,buy,1094531968.0,3.614,2359310080,18359175168.0,0.84,0.842,5312579072,91.627,18.04,0.010190001,0.04773,2660775000.0,1974540416.0,1628898944.0,0.172,0.53158003,0.4441,0.11999,0.17401,USD,DLR,145.0,97.0,126.9,133.0,2.4,20.0,2.097
0,86400,92.58,buy,14181999616.0,7.748,14700999680,50672001024.0,0.851,1.052,88898002944,44.838,48.631,0.02851,0.030620001,28321000000.0,5724375040.0,9866000384.0,0.054,0.33405998,0.16537,0.101969995,0.02648,USD,DIS,111.09,57.84,96.11,100.07,2.1,28.0,0.623
0,86400,134.69,buy,353017984.0,1.608,3889433088,18035841024.0,0.084,1.394,38806810624,286.388,175.515,0.06617,0.34735,11820098000.0,-501635872.0,1763260032.0,0.039,0.31009,0.10023,0.07067,0.05588,USD,DG,210.0,100.0,132.33,125.0,2.5,27.0,-0.285
0,86400,126.15,buy,444600000.0,2.041,2508499968,10688300032.0,0.096,1.356,29684600832,118.783,134.762,0.0452,0.13473,8935400000.0,428537504.0,2310299904.0,0.054,0.30128,0.08451,0.04125,0.0392,USD,DLTR,195.0,105.0,147.87,144.0,2.4,23.0,-0.193
0,86400,46.67,hold,137000000.0,0.164,8434999808,42659000320.0,0.125,1.141,17898000384,152.201,21.423,0.031600002,0.091450006,7923000000.0,-13476625408.0,6215000064.0,-0.039,0.4757,0.47127998,0.30629998,0.09593,USD,D,61.0,41.0,49.31,48.0,2.7,13.0,-0.816
0,86400,397.18,buy,295352000.0,8.117,866308992,5299667968.0,0.588,1.413,4468617216,,126.85,0.31216,,1163276000.0,392995008.0,567292992.0,0.031,0.27101,0.19387,0.18064,0.1164,USD,DPZ,483.0,330.0,411.11,416.0,2.3,27.0,0.301
0,86400,143.21,buy,283798016.0,2.029,1729940992,3151703040.0,0.838,1.58,8471558144,65.219,60.531,0.08262999,0.23212999,3070411000.0,739424512.0,1158637952.0,-0.002,0.36346,0.20421,0.1754,0.12089,USD,DOV,180.0,132.0,156.38,156.0,2.3,13.0,0.03
0,86400,52.3,hold,3993999872.0,5.694,5427999744,16490999808.0,0.914,1.786,45859999744,82.126,64.854,0.03076,0.07244,8564000000.0,2465999872.0,5617999872.0,-0.24,0.11524,0.118360005,0.05377,0.028499998,USD,DOW,62.0,47.0,54.5,54.0,2.8,20.0,-0.588
0,86400,108.17,buy,36000000.0,0.175,3179000064,20483000320.0,0.396,0.845,13827000320,188.714,67.531,0.029409999,0.12529999,3668000000.0,-1256499968.0,2940000000.0,-0.45,0.29327,0.22990999,0.18179001,0.089899994,USD,DTE,124.0,103.0,110.33,108.0,1.9,15.0,-0.191
0,86400,92.64,buy,324000000.0,0.42,12789000192,79437996032.0,0.256,0.76,28750000128,153.278,37.301,0.02385,0.07364,13112000000.0,-4492749824.0,8048000000.0,0.019,0.46998,0.44483003,0.27408,0.041739997,USD,DUK,120.0,89.0,98.64,96.0,2.4,17.0,-0.124
0,86400,72.41,buy,1338000000.0,3.111,2897999872,8817999872.0,1.008,2.152,12273999872,35.806,26.586,0.026600001,0.03742,4615000000.0,4016250112.0,1243000064.0,-0.078,0.34699002,0.23611,0.14977,0.38056,USD,DD,108.0,76.0,91.78,92.5,2.2,18.0,-0.039
0,86400,85.46,buy,455000000.0,3.839,1519000064,5305999872.0,0.613,1.364,9376000000,97.824,78.889,0.044159997,0.1078,2176000000.0,568374976.0,1379000064.0,-0.163,0.21170999,0.16201,0.11734,0.06239,USD,EMN,115.0,75.0,87.0,83.0,2.4,19.0,-0.394
0,86400,230.46,buy,1906000000.0,4.773,4654000128,9635000320.0,0.883,1.452,22613000192,52.31,56.706,0.06491,0.17379999,6887000000.0,2272124928.0,3512000000.0,0.107,0.35542,0.20581,0.18214001,0.13239999,USD,ETN,270.0,187.0,233.12,235.0,2.2,17.0,0.461
0,86400,41.73,hold,8716999680.0,16.796,2683000064,8192000000.0,2.052,2.157,10060000256,138.871,18.786,0.07047,0.50558,7115000000.0,3155500032.0,2988000000.0,0.05,0.72126997,0.2667,0.202,0.26988,USD,EBAY,51.41,29.38,41.32,40.86,2.8,24.0,
0,86400,192.4,hold,1402400000.0,4.903,2994099968,7000000000.0,0.874,1.258,15052999680,103.915,52.85,0.060159996,0.16787,5426700000.0,1779275008.0,2418500096.0,0.178,0.39547002,0.1989,0.14715,0.08181,USD,ECL,215.0,180.0,195.8,195.5,2.6,20.0,
0,86400,67.48,buy,446000000.0,1.163,5836000256,34767998976.0,0.414,0.801,16647999488,197.871,43.524,0.02781,0.07079,9414000000.0,-2517499904.0,3649999872.0,-0.101,0.59076,0.35055,0.22416,0.07412,USD,EIX,86.0,53.0,72.56,74.0,2.5,16.0,
0,86400,68.36,buy,1863900032.0,3.073,1717299968,691100032.0,2.152,3.283,5818999808,10.273,9.561,0.109230004,0.22063999,4303600000.0,889962496.0,1042000000.0,0.123,0.77989,0.29512,0.28402,0.2459,USD,EW,102.0,57.0,79.38,79.5,2.4,26.0,0.145
0,86400,137.76,buy,2304999936.0,8.57,1896000000,2228000000.0,1.202,1.379,7592999936,29.413,27.762,0.07242,0.12919,5754000000.0,1933124992.0,2211000064.0,0.005,0.75767,0.2497,0.19801001,0.13078,USD,EA,162.0,128.0,147.21,150.0,2.0,24.0,0.374
0,86400,584.04,buy,2623500032.0,2.917,11316299776,20331599872.0,0.578,1.046,32072499200,179.808,35.615,0.11627,0.46460998,21911600000.0,3904649984.0,5713399808.0,0.368,0.78666,0.35283002,0.37278998,0.15554,USD,LLY,631.5,376.1,551.62,568.53,1.9,25.0,
0,86400,90.12,buy,8050999808.0,14.122,3868999936,8705000448.0,2.278,2.746,15164999680,32.728,26.411,0.046290003,0.099130005,8188000000.0,2330874880.0,637000000.0,0.051,0.48975,0.25513,0.19707,0.87168,USD,EMR,120.0,88.0,105.81,106.0,2.0,21.0,0.034
0,86400,106.52,buy,1783884032.0,13.104,678286976,1316723968.0,3.078,3.356,2712868096,129.765,19.885,0.1236,0.70382005,974595000.0,541964736.0,915043968.0,-0.132,0.45060003,0.25003,0.2141,0.21076,USD,ENPH,255.0,65.0,115.32,114.0,2.4,34.0,0.007
0,86400,102.03,buy,1519773952.0,7.187,4904552960,27534505984.0,0.553,0.911,12695106560,196.137,60.289,0.03051,0.111549996,5278351000.0,-1115891072.0,4007042048.0,-0.148,0.42705002,0.38633,0.33133,0.11622,USD,ETR,121.0,90.0,106.53,107.75,2.0,18.0,0.146
0,86400,123.6,buy,5326000128.0,9.133,13564000256,4143000064.0,1.953,2.428,23726999552,14.925,40.803,0.14698,0.3055,20132000000.0,3514249984.0,11680000000.0,-0.196,0.63118,0.57167,0.41131002,0.33224,USD,EOG,172.0,113.0,147.48,147.0,2.1,27.0,-0.284
0,86400,258.89,buy,1933408000.0,33.508,696832000,174126000.0,4.639,4.768,4764585984,5.277,82.457,0.09593,0.15666,1560315000.0,495150240.0,577334016.0,-0.061,0.31402,0.14625,0.12494001,0.0996,USD,EPAM,303.0,233.0,267.0,265.0,2.4,15.0,-0.373
0,86400,40.24,buy,64750000.0,0.157,5727994880,5915866112.0,0.295,0.589,6178088960,41.633,16.776,0.108339995,0.24693,9722660000.0,424590240.0,3618266112.0,-0.73,0.63495,0.92714995,0.02409,0.47671002,USD,EQT,62.0,30.0,47.91,48.0,2.3,23.0,-0.882
0,86400,222.12,buy,412600000.0,3.349,1503299968,6001399808.0,0.891,1.01,5136600064,133.822,41.863,0.04744,0.12743,2945000000.0,474575008.0,1120099968.0,0.06,0.55365,0.29266,0.18679,0.10145,USD,EFX,250.0,164.0,206.39,205.0,2.3,18.0,-0.022
0,86400,824.42,buy,2357497088.0,25.111,2769467904,17381287936.0,1.789,2.052,7489844224,145.92,80.371,0.019340001,0.07547,2971686000.0,2781564160.0,2978070016.0,0.165,0.45171002,0.36976,0.14588,0.116210006,USD,EQIX,960.0,676.0,840.17,853.0,2.0,23.0,0.274
0,86400,58.54,hold,39250000.0,0.103,1759627008,7792037888.0,0.068,0.159,2846167040,67.501,7.522,0.02735,0.06141,1752599000.0,1299044224.0,1523052032.0,0.042,0.63961,0.61824,0.31091,0.23989001,USD,EQR,75.0,57.0,64.31,63.5,2.6,18.0,-0.471
0,86400,220.66,hold,403193984.0,6.282,1110764032,6270865920.0,0.979,1.43,1698491008,109.317,26.38,0.02809,0.09523,1122739000.0,825477376.0,943304000.0,0.022,0.68916,0.65397,0.33144,0.30945,USD,ESS,268.0,204.0,232.65,227.0,3.0,20.0,-0.047
0,86400,131.94,buy,3089999872.0,8.635,1970000000,10311999488.0,0.845,1.452,15498000384,167.185,43.287,0.03521,0.08901,,-1517374976.0,1972999936.0,-0.105,0.7028,0.12711,0.025009999,0.03536,USD,EL,280.0,100.0,143.0,120.0,2.5,29.0,-0.936
0,86400,82.04,hold,976888000.0,8.158,428432000,2389085952.0,1.815,2.449,2713295872,,21.873,0.09558,,1821519000.0,559100992.0,702158016.0,0.07,0.70564,0.1579,0.13916999,0.12304,USD,ETSY,125.0,47.0,73.86,70.0,2.6,29.0,
0,86400,51.76,hold,41000000.0,0.178,2276900096,12760399872.0,0.08,0.394,5599900160,130.637,24.35,0.02466,0.07152,2634100000.0,-488237504.0,1875900032.0,-0.126,0.47804,0.4066,0.28725,0.12157,USD,EVRG,54.0,50.0,52.5,53.0,2.6,6.0,-0.178
0,86400,60.78,buy,78813000.0,0.226,3785935872,26099421184.0,0.236,0.563,12246207488,164.753,35.06,0.029140001,0.07507,5409934000.0,-2707073024.0,1881542016.0,-0.132,0.39591998,0.30915,0.20027,0.095249996,USD,ES,94.0,50.0,64.81,64.0,2.5,16.0,-0.03
0,86400,38.99,buy,303000000.0,0.304,6946999808,43218001920.0,0.411,0.854,21026000896,169.682,21.116,0.023759998,0.08563,8114000000.0,-3676750080.0,4020999936.0,0.234,0.40555,0.33040002,0.18796,0.10192,USD,EXC,48.0,39.0,43.66,44.0,2.2,16.0,0.029
0,86400,139.31,buy,5056000000.0,36.414,1576000000,6537999872.0,0.628,0.804,12570000384,223.445,84.2,0.03871,0.21901,10010000000.0,2102875008.0,2745999872.0,0.086,0.86913,0.12538,0.2339,0.06698,USD,EXPE,200.0,90.0,133.83,133.0,2.4,29.0,-0.037
0,86400,134.37,hold,264732000.0,1.253,1596162944,11194519552.0,0.91,2.432,2318781952,71.913,15.478,0.03837,0.085810006,1515898000.0,738486528.0,1328077056.0,0.496,0.76056,0.68836,0.48358002,0.34127,USD,EXR,172.0,115.0,140.5,139.5,2.7,14.0,-0.416
0,86400,102.99,buy,32944001024.0,8.313,62528999424,41252999168.0,1.05,1.421,350391009280,19.878,85.822,0.08879,0.21168,133715000000.0,20689000448.0,59307999232.0,-0.164,0.33866,0.17844999,0.14423999,0.11738,USD,XOM,137.72,100.99,117.85,118.44,2.2,22.0,-0.519
0,86400,455.17,hold,460776992.0,12.129,760537024,1839921024.0,1.442,1.59,2085507968,113.58,54.603,0.10266,0.31726,1112283000.0,567187264.0,645572992.0,0.073,0.53334,0.36468,0.26294002,0.22448999,USD,FDS,500.0,352.0,444.21,447.5,2.9,14.0,-0.374
0,86400,1127.71,buy,136778000.0,5.535,655027008,1901896960.0,1.427,1.513,1513556992,,60.576,0.26549998,,1075096000.0,420066368.0,468915008.0,0.118,0.79449,0.43277,0.42516,0.28369,USD,FICO,1234.0,725.0,1029.27,1054.0,2.3,11.0,0.132
0,86400,60.82,hold,297500000.0,0.521,1686599936,538899968.0,2.199,4.713,7283700224,15.545,12.753,0.20433001,0.34226,3215800000.0,1006887488.0,1380600064.0,0.024,0.45629,0.23156,0.20949,0.15572,USD,FAST,66.0,56.0,59.33,59.0,3.0,9.0,0.041
0,86400,97.91,buy,105400000.0,1.291,698788992,4594750976.0,0.198,0.201,1124184960,146.442,13.853,0.02961,0.094469994,730580000.0,569265152.0,550691008.0,0.046,0.68372,0.6216,0.35217,0.2567,USD,FRT,125.0,93.0,107.06,106.0,2.4,16.0,-0.646
0,86400,264.42,buy,,,10949000192,,1.25,1.368,88593997824,,351.563,0.04849,0.16159001,24396000000.0,2860875008.0,9470999552.0,0.139,0.27527002,0.12359,0.0764,0.04713,USD,FDX,370.0,205.0,295.07,291.0,2.1,27.0,-0.133
0,86400,160.29,buy,1822473984.0,17.057,737441984,543318016.0,2.176,3.189,3162439936,8.621,29.625,0.03284,0.078150004,127658000.0,-1010296000.0,836366016.0,0.274,0.27171,0.23319,0.34048,0.14987999,USD,FSLR,326.0,157.56,229.67,228.5,2.1,24.0,
0,86400,37.36,buy,118000000.0,0.206,3556000000,24454000640.0,0.353,0.525,12709999616,223.426,22.201,0.027390001,0.0559,8231000000.0,-1142499968.0,1275000064.0,0.003,0.65986997,0.27978,0.20504999,0.04123,USD,FE,43.0,32.0,39.07,40.0,2.5,14.0,0.196
0,86400,59.9,buy,466000000.0,0.787,3700999936,18656000000.0,0.155,0.756,14645000192,95.75,24.738,0.018129999,-0.51604,5708000000.0,1879000064.0,3951000064.0,0.031,0.4002,0.25270998,0.19364999,-1.65729,USD,FIS,81.0,52.0,64.48,65.0,2.1,23.0,
0,86400,130.61,buy,1348999936.0,2.248,7687000064,23420999680.0,0.181,1.073,18806999040,77.078,30.307,0.03569,0.09875,9745000000.0,3849874944.0,5200000000.0,0.079,0.58484,0.40873,0.27232,0.15845,USD,FI,175.0,120.0,142.45,145.0,2.1,29.0,1.08
0,86400,251.63,buy,1139734016.0,15.785,1883564032,6976514048.0,0.77,1.018,3704008960,228.032,50.39,0.06731,0.35992,2662422000.0,858985728.0,1220059008.0,0.087,0.7786,0.50852,0.45832002,0.25684,USD,FLT,315.0,235.0,285.2,288.0,2.1,15.0,0.106
0,86400,55.75,buy,323800000.0,2.595,1155399936,4263300096.0,0.838,1.544,4962699776,128.626,39.642,0.05606,0.18450001,2326800000.0,-206937504.0,-60700000.0,-0.287,0.41931,0.23281999,0.13137999,0.10012999,USD,FMC,95.0,53.0,66.33,64.0,2.4,18.0,
0,86400,10.58,hold,28999999488.0,7.245,16908000256,142661992448.0,0.986,1.21,174227996672,322.211,43.552,0.025239998,0.14152001,17215000000.0,-388624992.0,13603999744.0,0.112,0.104119994,0.097049996,0.03059,0.03537,USD,F,18.36,8.03,12.05,11.48,2.6,20.0,
0,86400,52.49,buy,3168800000.0,4.127,1319399936,1056400000.0,1.146,1.302,5172700160,1425.641,6.611,0.11792,,3332500000.0,1680999936.0,2271899904.0,0.161,0.76442003,0.25507,0.22636,0.22246,USD,FTNT,78.9,49.0,57.08,55.55,2.4,36.0,0.414
0,86400,69.3,buy,714099968.0,2.032,1593200000,2896999936.0,0.677,1.02,6011500032,28.73,17.025,0.04498,0.084989995,3363400000.0,1154550016.0,1371000064.0,0.026,0.58872,0.26503,0.19478,0.1377,USD,FTV,90.0,66.0,77.71,80.0,2.1,17.0,0.151
0,86400,25.63,hold,3686400000.0,7.454,1945500032,3520600064.0,1.582,4.836,7849399808,25.937,16.019,0.03223,0.08054,3515300000.0,-482049984.0,1138700032.0,0.024,0.40004003,0.24785,0.20593001,0.11247,USD,BEN,26.0,21.0,23.41,23.5,3.5,11.0,0.263
0,86400,39.24,buy,5744999936.0,4.006,8290999808,9404999680.0,1.445,2.897,22708000768,35.255,15.841,0.074489996,0.14633,9710000000.0,-401624992.0,5027999744.0,0.164,0.39339,0.36511,0.25618,0.09498999,USD,FCX,52.33,33.97,41.67,40.86,2.3,18.0,0.112
